oes 2019,oes 2019 title,abstract analytical,abstract interpersonal,nonroutine manual,routine cognitive,routine manual,abstract routine difference,"automation risk category (1 low, 10 high)"
21-1015.00,Rehabilitation Counselors,0.247836545,1.145026406,0.905785787,0.144918918,0.874446548,3.318014204,3
21-1021.00,"Child, Family, and School Social Workers",0.368290751,0.910587285,0.671563407,0.253002919,0.7169015,2.920345862,3
21-1022.00,Healthcare Social Workers,0.114346195,0.79249821,1.003684201,1.633379014,1.195831539,4.73973916,2
21-1023.00,Mental Health and Substance Abuse Social Workers,0.660514561,1.136510685,1.155528962,0.513923552,0.963994203,4.430471964,2
21-1091.00,Health Education Specialists,1.318192617,0.820463232,0.759663182,0.242339903,0.410761774,3.551420707,3
21-1092.00,Probation Officers and Correctional Treatment Specialists,0.055347136,0.526625927,0.160963612,-0.544603253,0.719537978,0.917871399,5
21-1093.00,Social and Human Service Assistants,-0.081886026,0.255577563,0.669303041,0.038351549,0.603416636,1.484762763,4
21-1094.00,Community Health Workers,1.002583583,1.048970853,-0.020136452,0.359977018,0.579556104,2.970951106,3
21-2011.00,Clergy,0.426090913,0.767014679,0.785752175,1.666812388,1.229644947,4.875315103,2
21-2021.00,"Directors, Religious Activities and Education",0.578978468,1.8040398,1.166571987,1.925611167,1.155447932,6.630649354,1
23-1011.00,Lawyers,1.040476859,-0.05693845,1.005684127,-0.230478576,0.43279695,2.19154091,4
23-1012.00,Judicial Law Clerks,0.718487189,-2.101661638,1.065083753,-0.716631664,0.797149842,-0.237572518,5
23-1021.00,"Administrative Law Judges, Adjudicators, and Hearing Officers",0.353542839,-1.215062236,0.713244114,-0.494022124,0.454127923,-0.188169484,5
23-1022.00,"Arbitrators, Mediators, and Conciliators",0.495633248,-1.002241244,1.508537832,0.710383453,1.539921656,3.252234943,3
23-1023.00,"Judges, Magistrate Judges, and Magistrates",0.164159199,-0.640141873,1.298436693,0.149887138,0.772139716,1.744480872,4
23-2011.00,Paralegals and Legal Assistants,-0.14082925,-0.940645088,0.949592941,-0.420268536,0.437104402,-0.115045531,5
23-2093.00,"Title Examiners, Abstractors, and Searchers",0.186518593,-1.017336517,0.836527352,-0.725486715,0.256133465,-0.463643823,6
25-1011.00,"Business Teachers, Postsecondary",0.811850828,0.438009463,1.298353153,1.496764793,1.389257652,5.434235888,2
25-1021.00,"Computer Science Teachers, Postsecondary",1.206373739,0.728821715,1.166346427,1.099158275,0.892701016,5.093401173,2
25-1022.00,"Mathematical Science Teachers, Postsecondary",0.541586118,0.368649632,1.157467006,0.507864589,0.994616894,3.570184239,3
25-1031.00,"Architecture Teachers, Postsecondary",1.023166062,1.188698652,0.863953292,1.420551997,0.499323182,4.995693185,2
25-1032.00,"Engineering Teachers, Postsecondary",1.409134014,0.808199019,1.100529731,1.451644533,0.65181827,5.421325567,2
25-1041.00,"Agricultural Sciences Teachers, Postsecondary",1.022530999,1.819846216,0.589046282,1.014112453,0.915217207,5.360753157,2
25-1042.00,"Biological Science Teachers, Postsecondary",1.562233399,0.834661915,0.878821833,0.936080253,1.00396886,5.21576626,2
25-1043.00,"Forestry and Conservation Science Teachers, Postsecondary",1.852205494,1.369103742,0.636262977,1.325502651,0.96608959,6.149164454,1
25-1051.00,"Atmospheric, Earth, Marine, and Space Sciences Teachers, Postsecondary",1.142548737,0.753864621,1.009060764,0.765092417,0.696812047,4.367378585,2
25-1052.00,"Chemistry Teachers, Postsecondary",0.957006862,0.698083716,1.139149188,0.385094171,1.006970469,4.186304407,2
25-1053.00,"Environmental Science Teachers, Postsecondary",1.013085942,0.903397705,1.078229345,0.929819173,0.680212167,4.604744332,2
25-1054.00,"Physics Teachers, Postsecondary",1.518282989,0.738597648,0.863368646,1.523092026,0.875542351,5.51888366,1
25-1061.00,"Anthropology and Archeology Teachers, Postsecondary",1.445489626,1.459799426,0.809587917,0.552223529,0.748929723,5.016030221,2
25-1062.00,"Area, Ethnic, and Cultural Studies Teachers, Postsecondary",0.984055909,1.122450935,1.357774437,1.609734442,1.283309028,6.357324752,1
25-1063.00,"Economics Teachers, Postsecondary",1.26709845,0.179658611,1.201965673,1.260550965,1.11316182,5.02243552,2
25-1064.00,"Geography Teachers, Postsecondary",1.689608105,0.555818435,1.068722349,1.073123867,0.827392281,5.214665038,2
25-1065.00,"Political Science Teachers, Postsecondary",1.278154597,0.520556674,1.456670678,1.437894579,1.070736446,5.764012973,1
25-1066.00,"Psychology Teachers, Postsecondary",1.341755781,1.747115468,1.28606306,1.006624427,0.964962882,6.346521617,1
25-1067.00,"Sociology Teachers, Postsecondary",1.79422808,0.212622712,1.300923796,0.887241063,0.905708949,5.1007246,2
25-1071.00,"Health Specialties Teachers, Postsecondary",1.130869643,0.579724123,0.982294881,1.244319295,0.518597611,4.455805553,2
25-1072.00,"Nursing Instructors and Teachers, Postsecondary",1.173358576,1.503431351,0.608728617,-0.30326394,0.583711082,3.565965686,3
25-1081.00,"Education Teachers, Postsecondary",0.775891542,0.962730976,0.730601235,0.316021297,0.66319152,3.44843657,3
25-1082.00,"Library Science Teachers, Postsecondary",1.711172388,0.668587798,1.206921315,1.760310151,0.497852383,5.844844035,1
25-1111.00,"Criminal Justice and Law Enforcement Teachers, Postsecondary",0.963368313,0.2798997,1.305888719,0.928728955,0.969585791,4.447471478,2
25-1112.00,"Law Teachers, Postsecondary",1.305482736,0.384430443,1.32562465,1.391265616,1.255706713,5.662510159,1
25-1113.00,"Social Work Teachers, Postsecondary",1.312766276,0.875164835,1.439282616,1.616044361,0.9991734,6.242431489,1
25-1121.00,"Art, Drama, and Music Teachers, Postsecondary",0.930728006,1.938935459,0.465570916,1.233931068,0.467153359,5.036318808,2
25-1122.00,"Communications Teachers, Postsecondary",0.870453862,0.73961274,1.091473821,1.331028425,0.837588013,4.870156861,2
25-1123.00,"English Language and Literature Teachers, Postsecondary",1.433796821,1.297799566,1.256459163,1.131777391,1.255370151,6.375203093,1
25-1124.00,"Foreign Language and Literature Teachers, Postsecondary",0.834626815,-0.539262191,1.256456069,1.928441674,1.391411077,4.871673445,2
25-1125.00,"History Teachers, Postsecondary",1.671734766,0.067688736,1.298486198,0.585315079,0.81779066,4.441015439,2
25-1126.00,"Philosophy and Religion Teachers, Postsecondary",1.095316126,0.544680801,1.377507274,0.639546132,1.022416509,4.679466842,2
25-1192.00,"Family and Consumer Sciences Teachers, Postsecondary",0.155362917,0.606081784,1.091387186,0.608852875,0.882823979,3.344508742,3
25-1193.00,"Recreation and Fitness Studies Teachers, Postsecondary",0.805711728,1.452838449,1.291663677,1.19702472,0.937851212,5.685089786,1
25-1194.00,"Career/Technical Education Teachers, Postsecondary",0.182944193,1.166875394,0.042012624,0.438555817,0.423747766,2.254135793,4
25-2011.00,"Preschool Teachers, Except Special Education",-0.941730727,0.11618178,0.642022522,0.988810741,1.042978312,1.848262628,4
25-2012.00,"Kindergarten Teachers, Except Special Education",0.35275894,0.790287239,0.918143823,0.890378492,0.689908888,3.641477382,3
25-2021.00,"Elementary School Teachers, Except Special Education",0.401668739,1.256538764,0.997961532,0.735368714,1.051735995,4.443273744,2
25-2022.00,"Middle School Teachers, Except Special and Career/Technical Education",0.731382169,1.591846224,1.103825795,0.71137636,0.951063074,5.089493621,2
25-2023.00,"Career/Technical Education Teachers, Middle School",0.766691689,1.092356912,0.700594622,0.762202324,0.685939372,4.007784919,3
25-2031.00,"Secondary School Teachers, Except Special and Career/Technical Education",0.746675417,0.936014452,1.042687451,1.075392719,1.059316997,4.860087036,2
25-2032.00,"Career/Technical Education Teachers, Secondary School",0.596779069,1.54211911,0.184428297,0.797895612,0.454033123,3.575255212,3
25-2051.00,"Special Education Teachers, Preschool",0.215001997,0.6041339,0.596740707,0.972093389,0.622529389,3.010499382,3
25-2057.00,"Special Education Teachers, Middle School",0.908719708,1.10265753,1.136012711,0.479045693,0.774075165,4.400510806,2
25-2058.00,"Special Education Teachers, Secondary School",0.656709057,1.619583553,1.204434212,0.876328744,0.917112913,5.274168478,2
25-2059.01,Adapted Physical Education Specialists,0.215541083,1.01912137,0.044746089,1.897525607,0.956294915,4.133229064,2
25-3011.00,"Adult Basic Education, Adult Secondary Education, and English as a Second Language Instructors",0.472130016,0.156106445,1.145124314,0.75667655,0.917663506,3.447700831,3
25-3021.00,Self-Enrichment Teachers,0.703893506,1.153477916,0.605851249,0.898546545,1.137912489,4.499681706,2
25-3041.00,Tutors,0.245971109,0.922535047,0.943279205,1.197230825,1.263792709,4.572808895,2
25-4011.00,Archivists,0.158428542,0.547614674,0.71930401,-0.167816919,0.650603582,1.908133889,4
25-4012.00,Curators,0.965188648,0.422345976,0.364202656,0.901705629,0.794689023,3.448131932,3
25-4013.00,Museum Technicians and Conservators,-0.309844615,-0.503321059,-0.10678769,0.14522366,0.506635462,-0.268094241,6
25-4022.00,Librarians and Media Collections Specialists,0.670772622,0.348332452,0.650479164,0.672413062,0.648394155,2.990391456,3
25-4031.00,Library Technicians,-0.769886791,-1.09105284,0.138472977,-0.08946705,0.151444956,-1.660488748,6
25-9021.00,Farm and Home Management Educators,0.623121221,0.804350363,0.085273244,1.55169705,1.000214938,4.064656815,2
25-9031.00,Instructional Coordinators,0.769016832,1.515645036,1.188125652,1.057439644,1.129711854,5.659939019,1
25-9044.00,"Teaching Assistants, Postsecondary",0.316916111,0.29381352,0.950166753,0.863171086,0.903593058,3.327660527,3
27-1011.00,Art Directors,0.999752125,0.306625518,0.379748224,-0.39221426,-0.381416259,0.912495348,5
27-1012.00,Craft Artists,-0.857442377,-1.408681718,-0.380755713,-0.007205394,-0.336561699,-2.9906469,7
27-1013.00,"Fine Artists, Including Painters, Sculptors, and Illustrators",-0.267463082,-1.627045994,-0.070813157,0.622264467,-0.005336607,-1.348394374,6
27-1014.00,Special Effects Artists and Animators,0.706510636,0.304694318,0.319997612,-0.157881919,-0.046887675,1.126432971,5
27-1021.00,Commercial and Industrial Designers,0.13218017,-0.624763621,0.31405222,-0.555589736,0.358640279,-0.375480688,6
27-1022.00,Fashion Designers,0.699278576,1.511946905,0.157961718,1.076802415,0.417124569,3.863114184,3
27-1023.00,Floral Designers,-1.034128858,-1.996373177,-0.279966796,1.495491988,0.573267432,-1.241709411,6
27-1024.00,Graphic Designers,0.762676855,-0.382581091,0.48073417,-0.191827149,0.210083329,0.879086113,5
27-1025.00,Interior Designers,0.524914049,0.797006511,0.894724026,0.288076937,0.657224097,3.161945621,3
27-1026.00,Merchandise Displayers and Window Trimmers,-0.01927859,0.431401139,-0.349891408,0.743779793,0.295060428,1.101071363,5
27-1027.00,Set and Exhibit Designers,0.240591552,0.409738776,-0.068545589,0.769596501,0.941846424,2.293227665,4
27-2011.00,Actors,-0.731324173,-0.333422565,0.954164791,-0.421206115,0.994916222,0.463128159,5
27-2012.00,Producers and Directors,0.710116942,0.586518948,0.655306619,0.845506686,0.421164071,3.218613265,3
27-2012.03,Media Programming Directors,1.096721854,1.843722222,0.168073233,0.309152863,0.085871208,3.503541379,3
27-2012.04,Talent Directors,-0.613598594,0.191493914,1.201360486,1.557928176,0.933384123,3.270568105,3
27-2012.05,Media Technical Directors/Managers,0.368326107,0.070394172,-0.046848931,-0.636019911,-0.198438407,-0.44258697,6
27-2021.00,Athletes and Sports Competitors,0.119184944,0.526380806,-0.54877881,0.117339895,-0.435523604,-0.221396769,5
27-2022.00,Coaches and Scouts,0.460259054,1.706099952,0.192541518,0.990457983,0.766540062,4.115898568,2
27-2023.00,"Umpires, Referees, and Other Sports Officials",-1.197362088,-0.115712055,0.556072054,-0.282462111,0.9594588,-0.0800054,5
27-2031.00,Dancers,-1.283971526,-0.949925108,0.463270131,-0.652731944,-0.011290026,-2.434648472,7
27-2032.00,Choreographers,0.317191325,2.252215648,0.504278023,0.484064769,0.187957664,3.745707429,3
27-2041.00,Music Directors and Composers,0.265202577,0.517853743,0.489062459,-0.041074651,0.304979672,1.5360238,4
27-2042.00,Musicians and Singers,0.028863305,-0.358792354,0.233782239,-1.295423037,0.311055751,-1.080514097,6
27-3011.00,Broadcast Announcers and Radio Disc Jockeys,1.06555018,0.69080515,-0.081556985,0.01826651,-0.294424524,1.398640332,4
27-3023.00,"News Analysts, Reporters, and Journalists",0.927101735,-0.424144765,0.617404799,0.046437991,0.505313317,1.672113077,4
27-3031.00,Public Relations Specialists,0.917946293,0.988747948,1.17542888,0.578268206,1.041930618,4.702321944,2
27-3041.00,Editors,0.531191249,0.068181276,0.67724294,-0.467065512,0.472551122,1.282101075,4
27-3042.00,Technical Writers,0.738339834,-1.093018691,0.445279738,-1.266398888,0.12866476,-1.047133247,6
27-3043.00,Writers and Authors,0.875419891,0.382138496,1.137712511,0.401445865,0.833333044,3.630049808,3
27-3043.05,"Poets, Lyricists and Creative Writers",0.569151099,-1.923834559,0.820042378,0.955602465,0.568351478,0.989312861,5
27-3091.00,Interpreters and Translators,0.755673699,0.171543028,1.117496871,-1.563690179,0.633555138,1.114578557,5
27-3092.00,Court Reporters and Simultaneous Captioners,-2.177297266,-1.639510845,0.173945427,-0.632158614,-0.083547173,-4.358568471,8
27-4011.00,Audio and Video Technicians,0.478807985,-0.810115546,-0.349791884,-0.781974173,-0.484195934,-1.947269552,7
27-4012.00,Broadcast Technicians,-0.14303289,-0.057329873,-0.318159653,0.022379771,-0.024510446,-0.520653092,6
27-4014.00,Sound Engineering Technicians,0.597050402,0.711236818,-0.251531336,-0.019590664,-0.931162243,0.106002977,5
27-4021.00,Photographers,0.117903006,0.804420037,-0.341605541,0.433598505,0.144895562,1.159211569,5
27-4031.00,"Camera Operators, Television, Video, and Film",-0.004322253,0.509227281,-0.645309463,-0.561633964,-0.656203822,-1.358242221,6
27-4032.00,Film and Video Editors,0.811771537,0.065271083,0.564978334,-0.345665578,0.693810737,1.790166114,4
29-1011.00,Chiropractors,0.336428265,0.407306157,0.095033873,-0.285208399,-0.03722306,0.516336836,5
29-1021.00,"Dentists, General",0.343588104,1.13216504,-0.681483237,-0.448145543,-1.056299416,-0.710175052,6
29-1022.00,Oral and Maxillofacial Surgeons,0.822485424,1.24610093,-0.150279907,-0.111630902,-0.158488562,1.648186983,4
29-1023.00,Orthodontists,-0.055967623,1.303072001,-0.13438731,-0.191746548,0.141118327,1.062088847,5
29-1024.00,Prosthodontists,0.009657061,1.507922222,-0.47784316,-0.564973188,-0.56696858,-0.092205644,5
29-1031.00,Dietitians and Nutritionists,0.64644802,0.542067974,1.311821758,0.651626821,1.301549274,4.453513847,2
29-1041.00,Optometrists,1.053849914,0.921091253,0.076020269,-0.544341552,-0.227218902,1.279400982,4
29-1051.00,Pharmacists,0.33168338,0.512490128,0.431630414,-0.971273663,-0.000578554,0.303951704,5
29-1071.00,Physician Assistants,1.016106856,0.912631358,0.35705167,-0.220475053,0.637190473,2.702505305,3
29-1071.01,Anesthesiologist Assistants,0.108155314,-0.052820869,-0.034306242,-0.526299576,-0.459801195,-0.965072568,6
29-1081.00,Podiatrists,-0.102545511,0.288179055,0.075964576,0.111184903,0.360014133,0.732797155,5
29-1122.00,Occupational Therapists,0.850115984,0.943419097,0.341117261,1.106708067,0.932498877,4.173859285,2
29-1122.01,"Low Vision Therapists, Orientation and Mobility Specialists, and Vision Rehabilitation Therapists",0.26853755,0.521394021,0.172154891,1.759458971,1.218956361,3.940501795,3
29-1123.00,Physical Therapists,0.552047948,0.728107735,0.121396964,0.393337237,0.355262063,2.150151947,4
29-1124.00,Radiation Therapists,0.258294795,0.221569805,-0.729979815,-1.353032206,-1.744377432,-3.347524853,8
29-1125.00,Recreational Therapists,0.2499925,1.33705045,0.268453262,1.670585794,0.998882265,4.52496427,2
29-1126.00,Respiratory Therapists,0.090320735,0.24129867,-0.345574475,-0.575302148,-0.300167814,-0.889425031,6
29-1127.00,Speech-Language Pathologists,0.559058561,0.039560563,1.173302046,1.070905023,1.302447304,4.145273497,2
29-1128.00,Exercise Physiologists,0.655883935,0.993309197,0.710037703,0.549281296,0.315123993,3.223636125,3
29-1129.01,Art Therapists,1.10799699,1.271680609,0.349319821,1.593933175,1.129531112,5.452461706,2
29-1129.02,Music Therapists,0.752877209,0.94094065,0.319278303,1.604285329,0.4511039,4.068485391,2
29-1131.00,Veterinarians,0.174027098,0.133793566,0.057239717,-0.047854024,0.233768009,0.550974367,5
29-1141.00,Registered Nurses,0.895801488,1.541352347,-0.081047916,-0.554576823,0.312987125,2.114516222,4
29-1141.01,Acute Care Nurses,0.269301574,1.05367145,0.611795795,-0.468479035,0.24755174,1.713841523,4
29-1141.02,Advanced Practice Psychiatric Nurses,1.273623829,1.396573388,1.164494658,0.211451131,0.99685328,5.042996287,2
29-1141.03,Critical Care Nurses,0.70982405,1.000880037,0.127782224,-0.618987869,0.004972326,1.224470768,4
29-1141.04,Clinical Nurse Specialists,1.098117361,1.889427695,0.423059892,0.555670328,0.636022285,4.602297561,2
29-1151.00,Nurse Anesthetists,0.867053306,1.164586075,-0.1262283,-0.643612903,-0.367002576,0.894795603,5
